	ZJTKAE3	ZJXC41N	ZK112BX	ZK4CK8Y	ZKFV71L	ZKVR426 	ZL63I8R 	ZL9BTWF	ZLGD9M0	ZLPRB8E 	ZLPZS0H	ZLTUJTN	ZLYEM2C	ZLZNCLZ	ZLZQMEV	ZM7JY3G	ZM8YXDM	ZMBH10Z	ZMBVNFM	ZMS5W76	ZN0JE53	ZN3TBJM	ZN9YTFN	ZNDMXI3	ZOZOW1T	ZPDABJR 	ZPEL6L3	ZPF36E2	ZPMBHPS	ZQFL1P3 	ZQMVU4Q	ZR47VBL	ZRB0F6P 	ZRLZ98T	ZTJ7L7Z 	ZTLIFAS	ZTMFN3O	ZTTL3YH	ZTUO1AO	ZTXY83G	ZUL3S6O	ZUPAQVU	ZV14SIB	ZVBQY1N	ZVC4YUG	ZVGW5FI	ZVM4N7A	ZVNCGHM	ZVTCAK9	ZW61YGW 	ZWCZHHY 	ZWFDEY0 	ZWHMV5E	ZWLGEWL	ZX52KVK	ZXSO14L	ZY1ZKJY	ZY7IW45	ZY9XQJP	ZYXQKWY
KVD33	-2.302256417	-2.559501533	-2.652698737	-2.842399889	-2.841693533	-2.582703208	-2.368152278	-3.296348889	-2.458733818	-2.3924886	-1.293843731	-2.653172208	-2.2108035	-2.846669435	-2.836603231	-2.936868167	-1.699825875	-1.617695571	-2.963515792	-2.236047	-2.764128428	-2.331977952	-2.446760688	-2.736907571	-3.305531354	-3.098761714	-2.974709333	-2.8727095	-4.027859	-3.2617616	-3.234085	-2.94163025	-2.511671	-3.591044667	-4.0055	-2.3664016	-1.895931556	-3.493545	-3.1594145	-3.177577	-3.326476583	-3.076626778	-2.629196667	-2.806928533	-2.729059333	-1.566646333	-2.627328444	-2.946573071	-3.207827	-2.4102495	-3.026831667	-2.47980025	-2.5606098	-2.420598143	-2.008857964	-2.245267	-2.751515067	-2.180160367	-4.617184556	-1.867549143
KV133	-2.6713535	-1.949627267	-2.567811053	-3.241451556	-2.883178333	-2.967492875	-2.632579667	-3.037060667	-2.812923818	-3.3006464	-3.131599077	-3.437439667	-3.1860853	-1.6236448	-3.007353308	-1.984986833	-4.19359475	-2.932847143	-3.31069675	-3.325654	-3.405982376	-2.786225119	-2.503086094	-3.430368714	-4.070030585	-1.795909714	-2.2052955	-2.59727975	-2.314375	-2.8322782	-3.119888	-2.22616025	-2.8127285	-2.607476333	-4.434325875	-2.8419618	-2.732633889	-2.6427975	-3.1813215	-3.1426085	-3.17793425	-3.114747556	-3.033366167	-2.732154867	-2.6311235	-1.870878667	-2.389274267	-2.641543214	-4.632132	-2.858953875	-2.362731222	-3.151249	-3.8037416	-2.979924571	-3.013399679	-2.844928	-3.733354933	-3.218436167	-3.892105222	-3.457214143
KVD16	-1.457524967	-1.524717427	-1.150525737	-1.520302444	-2.1440896	-1.848779067	-1.463665867	-1.786856244	-1.5107039	-1.7517114	-1.260896169	-1.432508879	-1.39441487	-1.862889813	-1.191912838	-1.838698667	-1.194661413	-2.425002	-1.730803792	-2.340288	-2.06530194	-1.702389787	-1.994140325	-1.138344514	-2.069432875	-1.099489314	-0.9027044	-1.5452335	-1.225964	-1.6066828	-1.603708	-1.149360075	-1.50115425	-1.427324333	-1.928703375	-1.5262924	-1.388875756	-2.207937	-2.08094	-1.55466	-1.31165415	-1.393617867	-2.000967667	-1.922385007	-1.43515515	-0.804408167	-1.265806167	-1.649301429	-2.694677667	-1.718861625	-1.278213978	-1.286221441	-2.05078592	-1.5933935	-1.204832189	-1.599489	-1.503694793	-1.352540837	-2.604765933	-0.756630414
KVD33_2	-1.84651595	-1.7611392	-1.850660911	-2.467572667	-2.2235766	-2.074554917	-1.793435394	-2.158619094	-1.3593443	-1.8901246	-0.712556846	-2.677458667	-1.58982657	-1.987097917	-1.583062485	-0.86242245	-1.954657	-0.4985953	-2.547904875	-3.172487	-2.454960746	-1.518660071	-1.561597781	-2.297723143	-2.965576923	-1.652491243	-0.969373217	-2.0765935	-1.701309	-1.47747728	-1.728925667	-1.78842625	-1.16396755	-2.180197667	-2.753102625	-2.789188	-1.349027126	-2.437982	-2.2944815	-2.673297	-1.337197317	-1.802316922	-1.567915017	-1.71563912	-1.534359383	-1.022339233	-2.325067556	-1.728583374	-2.279610333	-1.60657925	-1.965609667	-2.27129925	-2.6174378	-1.551654771	-2.162150543	-2.946246	-2.145777033	-1.658968025	-3.574018	-1.329466057
KVD33_3	-3.366844333	-3.940505467	-3.988241947	-3.329396333	-4.369077133	-4.00143525	-3.587513333	-4.634978333	-4.241541182	-3.1952789	-3.555347462	-4.447833208	-4.7934821	-4.413412826	-3.902575692	-3.845751	-4.164499625	-3.966757429	-4.440371417	-2.664214	-4.725653959	-4.147554643	-3.857157063	-4.489288714	-4.187987769	-2.880461429	-3.775837333	-4.08477825	-3.292383	-3.7852032	-3.906114667	-3.26946575	-3.5893725	-3.606752	-5.108214125	-3.69273392	-4.298506222	-3.398543	-3.7200685	-4.408995667	-3.7196565	-3.658350889	-3.844136	-4.180952	-4.144711	-4.170589667	-4.331797333	-4.391969857	-3.901348667	-3.62780575	-3.688312556	-4.039190625	-4.4403792	-4.123852429	-4.488237107	-5.096318	-4.187559733	-3.870963833	-5.103754222	-3.597989429
KV139	-3.302130917	-3.845738	-4.406403368	-4.488637333	-5.690380867	-3.973409125	-5.133066944	-5.194657889	-4.549472091	-3.3315264	-3.088128923	-5.326386542	-5.437355	-3.943688174	-4.518851385	-5.134600083	-5.08203525	-4.836051286	-4.887900625	-4.242257	-5.238852676	-4.805316905	-4.44224025	-4.923543286	-5.400433077	-5.181004143	-4.386639167	-4.78618125	-4.784709	-4.9525356	-5.044958	-5.47665525	-5.5920505	-4.193431667	-4.433649	-5.9064834	-5.008575556	-5.220115	-4.7806675	-5.419568333	-4.773487333	-4.810127556	-4.6737425	-4.6724222	-4.578373333	-4.480795667	-4.788517667	-5.265228429	-4.497199333	-4.383267875	-4.968327556	-4.79285375	-6.4419948	-4.728643	-5.394391464	-4.453465	-5.109831733	-5.142974333	-6.304803889	-4.695721571
KVD33_4	-0.373362677	-0.665514413	-0.502395453	-0.801310289	-1.142074413	-0.751171483	-0.865036398	-1.897385676	-0.719281977	-0.37778914	0.408850762	-1.243222883	-0.088248204	-1.20014661	-0.623962128	-0.92964195	-0.055503258	0.502122043	-1.455116073	-0.09506965	-0.803134878	-0.607825056	-0.57921777	-0.820338286	-1.94343315	-1.318473286	-1.053791533	-1.089992375	-4.225802	-2.0082296	-2.243842067	-1.3434698	-1.02462737	-2.0156336	-2.800356875	-0.9622168	-0.127294454	-1.6705306	-0.66228575	-2.090053033	-0.964859725	-1.141485284	-1.208458217	-1.17510614	-1.305907575	0.1531665	-0.787822583	-1.458185243	-0.950371667	-0.709316646	-1.838548378	-0.659834188	-0.68720498	-0.532387359	-0.294022036	-0.6251536	-1.132897895	-0.466770983	-3.223755711	-0.344366686
KVD28	-4.4598355	-4.6136974	-4.709286368	-4.828821778	-4.217841933	-4.736353208	-4.013429	-4.935176	-4.857555636	-4.9477536	-4.671039385	-5.262759375	-4.8661606	-5.147937652	-4.855120692	-4.510367333	-5.11662325	-5.322076571	-4.889174292	-6.002927	-5.005416062	-5.370440881	-4.728415938	-5.098633429	-5.354477	-3.822844857	-4.018263667	-5.2102805	-4.608854	-4.6384732	-4.902052	-4.33125775	-4.53294925	-4.912963667	-4.105492625	-4.79258	-4.995023222	-4.165961	-5.576491	-3.704917	-5.006729583	-4.329249111	-4.9947445	-5.025948467	-4.759494167	-4.351853	-4.673970778	-5.242674571	-4.923345	-4.36045575	-4.261657	-4.59635025	-5.3806088	-5.312640429	-4.793471929	-6.194309	-4.945185533	-4.831185417	-5.844980111	-4.914537429
KV320	-4.378999083	-3.683649267	-4.221632579	-3.825720556	-4.9443088	-4.508868542	-4.191768222	-5.026605167	-4.609942091	-3.2747474	-4.215067692	-3.581268708	-4.5222482	-4.297031304	-4.196383154	-4.2559305	-4.225536	-4.336062714	-4.018560208	-3.588333	-4.532936466	-4.298543524	-4.038920438	-4.048403571	-4.802677785	-5.819106	-3.958764667	-4.21451225	-5.489803	-4.5810982	-5.2673	-4.778054	-2.6640205	-3.465216667	-4.916887875	-4.8105478	-4.352731556	-5.230425	-3.921998	-3.953406667	-4.06879325	-4.149911	-4.479678833	-4.359140533	-3.629275	-3.163755667	-3.759497	-4.222189571	-4.429035333	-3.833347125	-2.841885222	-4.168643625	-4.2720956	-4.133182857	-4.567793179	-4.777171	-4.619040667	-4.796319917	-4.567626222	-3.843467
KV320_2	1.76308675	1.33883292	1.173561095	1.191788789	0.979664753	1.394605217	1.305291894	0.531678804	1.060828855	1.3842207	2.112512154	0.502309113	1.1233578	1.145925794	0.913829615	1.140317552	0.40262345	1.678826071	0.747542183	1.063544	1.499493785	1.357622334	1.13195485	0.676600619	-0.296957509	0.020833529	0.834695303	0.348027225	0.01697534	0.61446598	0.1828405	0.870277705	1.71666235	1.147974633	0.233582338	-0.70532872	1.590733	0.69170285	0.81283995	0.242110333	1.136294275	0.430160277	1.406833883	0.774190321	1.645964667	1.557975	1.396174522	0.927149436	0.535203633	0.733162938	1.151286632	0.796477613	0.779532442	1.493642729	1.257812596	0.7974276	0.826410248	0.234560354	-0.202693153	1.428327557
LV144	-0.712984858	-2.025434	-0.787068168	-1.421539667	-2.1364404	-1.342346942	-1.110193389	-3.060015944	-2.254729364	-1.37795276	-1.128974677	-1.835213	-1.340379612	-1.991098322	-2.244929769	-2.049883083	-2.636647625	-0.478120864	-2.474529583	-1.693518	-2.158665759	-1.429191348	-1.654518931	-2.331156	-2.961099408	-3.392679857	-1.616872067	-1.816513	-3.607775	-2.9767342	-2.687438	-1.98356525	-1.5967106	-2.325725	-2.845460625	-2.4509236	-0.930436789	-1.843175	-1.722684	-2.6397	-2.529179417	-2.264448111	-1.656568096	-1.450971323	-1.7972581	-1.081634233	-1.472810656	-1.457864271	-1.110824667	-1.260898488	-2.215924678	-2.38142325	-2.2116438	-1.503596629	-1.679293861	-1.632401	-1.933357067	-2.226276833	-3.692752444	-1.203956604
LV147	0.224748837	0.532954664	-0.52474952	-0.058271388	0.082154581	0.023127176	0.163652229	-0.969567672	0.034727279	-0.046996678	0.468594923	-0.991133075	0.106654835	0.264796947	-0.430418486	0.079773543	-0.787291575	0.890726033	-0.797923913	-0.2714035	-0.31380493	0.591183736	0.167934473	-0.2700112	-1.46200303	-0.187482357	0.261433287	-0.271131923	-0.3944199	0.1745422	-1.0286937	0.148938275	0.109809308	-0.503323733	0.140143013	-1.0844844	0.749362444	-0.6239024	-0.378979	-0.849722333	0.331964298	-0.660727481	0.197845213	-0.083227249	0.77987035	0.808138533	0.035883986	-0.329012506	-0.578538933	-0.186268555	0.152076552	-0.477957925	-0.78961704	0.1611206	0.346235343	0.1216485	-0.036301721	-0.770674788	-0.879490022	0.297133023
LV140	-3.516865583	-3.5235186	-3.418747474	-3.841027889	-3.810783867	-3.523941792	-3.664300556	-5.485500833	-3.642715545	-3.0442763	-3.574622769	-3.450575875	-3.6798895	-3.462210652	-3.867332615	-3.9278915	-4.25188075	-3.273744286	-3.386954208	-2.958765	-3.78705006	-3.739854476	-4.276909125	-3.309835857	-4.361769738	-5.833849857	-3.8101195	-3.8994335	-3.310443	-3.255197	-4.801428333	-4.18360075	-3.103485	-3.786349667	-4.79709475	-4.4712086	-3.201391111	-3.6194055	-3.1682545	-4.2363015	-3.487385917	-4.031872	-3.061887667	-3.710559667	-2.8468945	-3.342328667	-4.722423444	-4.252252286	-4.254070667	-3.059740375	-4.179726889	-3.91837275	-3.760979	-3.659117857	-3.261429643	-6.009408	-3.7435016	-3.391700083	-5.355761556	-3.494067571
LV211	-4.63574	-3.570094	-4.985467947	-4.445353556	-5.588602533	-3.269445083	-4.370681111	-5.119331056	-3.706019273	-3.2961185	-2.815554769	-4.421447542	-4.5595016	-4.401031174	-4.493757231	-4.25187125	-3.726463625	-4.248145571	-4.793969208	-4.041759	-4.205825555	-4.548990071	-4.652532313	-4.655157429	-5.689163292	-2.691784571	-4.0919705	-3.4273535	-3.895437	-4.156644	-4.738393333	-3.11363825	-3.736637	-4.50586	-4.702198125	-4.459071	-4.055908	-4.053051	-3.4325915	-6.258667333	-4.11825	-4.232409444	-2.9860045	-3.9836356	-3.577973667	-5.357227667	-4.163938556	-4.017704857	-5.316105333	-4.20708675	-4.569502111	-4.906986875	-3.8959788	-4.623582	-4.653434036	-4.910999	-4.887318	-4.468566667	-6.071786444	-3.695582714
LV319	1.022800417	0.793294787	1.360046847	0.539738956	0.680730853	0.941083029	0.879876039	-0.249933604	1.047857109	1.05083487	1.196168185	1.06692105	1.35082804	0.3631087	1.076044692	1.058721042	1.479156038	1.446111029	1.181107267	1.308047	1.023890473	0.98903033	1.143540663	1.424606357	0.456379218	2.399799286	0.747332467	1.13257	1.428325	1.2892591	1.678202667	0.824162875	1.409577875	1.284698667	2.19384525	0.87282322	1.297607333	1.06212075	0.4578575	0.045821317	1.342636267	0.718984267	0.495913833	0.465759811	0.9045163	0.511678233	0.993884966	0.787025309	1.168610367	1.233927263	0.075448422	1.47799725	1.04560786	0.882412829	0.980112454	1.01072	0.39384658	0.413961598	-0.051345467	0.862916171
LV325	2.152766583	3.058589667	1.882407105	1.565610222	1.316710547	2.316454417	2.577042278	0.554962264	2.120070364	1.6731456	2.894118385	2.352884667	2.2600645	2.32308713	2.460578846	3.171348667	1.51905775	2.964281	1.010309792	2.262298	1.749028838	2.739673071	2.337297875	2.140604429	1.265301786	3.277379143	1.311125583	2.7200115	2.492939	2.5504814	2.921686333	2.6312835	2.543096	2.511903667	1.463374638	3.0782826	2.912957111	1.2013615	1.8960995	1.309442667	1.731868667	2.381856667	1.818706167	2.204660207	2.832574667	1.667409333	1.929509111	2.022819929	2.186572	2.76382875	1.726539556	1.701340188	1.6101716	1.543414714	1.374846271	2.094658	2.157724133	1.380632333	1.299860467	2.365493
LV321	-3.334039575	-2.038669447	-3.862218895	-1.518190678	-3.275700267	-0.095214759	-1.005292233	-0.953882856	0.075665573	-0.503061755	-1.818619254	-1.170887075	-1.9392974	-0.783795204	-1.152347385	-1.219011324	-2.292788075	0.445089529	-3.570200292	-2.602873	-2.190818845	-0.238719323	-2.839511188	-0.030566357	-1.408084636	1.175783029	-0.512132102	-0.334827665	-1.272212	-1.67303392	-2.0427817	-1.790583225	-2.245095	-2.917283667	-2.9450905	-2.9035986	-3.796264667	-0.65728645	-1.2050785	-0.8419871	0.556179061	-0.410870546	-0.882465995	0.449737696	0.625192383	-0.100489897	-0.428149656	-2.52779085	-0.898560833	-0.377166966	-4.292405556	-3.810472125	-1.754363656	-2.851241	0.337243946	-2.367906	-0.698739313	-0.862510058	-0.760050523	0.003805829
HV169	-3.846489833	-3.936487533	-4.662125368	-1.980648556	-4.715582467	-3.591414167	-4.691577167	-4.727823833	-4.329536727	-5.2366101	-2.887395846	-4.492822292	-4.3862817	-4.747110217	-4.143444154	-4.6598335	-3.499188125	-4.093125	-4.869103208	-4.726133	-3.95575221	-4.660375714	-4.1858655	-4.528917571	-5.062401415	-5.562963857	-4.863874167	-4.54219225	-6.300981	-6.220088	-1.044683233	-5.092399	-3.80550225	-6.336026	-5.2527675	-6.4032192	-5.390898222	-2.2433655	-5.2063745	-4.659680833	-4.185918167	-5.017344889	-4.422491	-4.351462067	-3.1901397	-3.917439667	-4.755619778	-4.194539714	-3.826988333	-4.981287	-5.290454222	-4.985723	-4.927893	-2.027627614	-5.507297107	-4.168457	-5.154786	-4.898497333	-5.068543778	-2.539786633
HV146	-3.494320833	-3.744574267	-3.174276579	-3.344365667	-3.3786894	-3.276457292	-3.363235	-4.323811944	-3.487491545	-3.2052858	-2.683570308	-3.150562833	-3.6106949	-4.343493043	-2.596185462	-3.773286333	-2.604026363	-3.674627571	-4.182530583	-2.905781	-3.129817327	-3.717013214	-3.516221438	-3.762909	-4.040081892	-3.986017714	-3.741959167	-3.56537225	-3.042773	-3.5960884	-2.976935	-3.42151325	-3.8534535	-3.661393333	-5.53014525	-3.105432772	-3.019404222	-2.9219085	-3.067179	-4.279119667	-3.381011417	-3.785081111	-3.8335015	-4.181916267	-3.020564	-3.647614667	-4.212955778	-3.189603286	-3.400414	-3.86282925	-3.588472111	-4.00043325	-4.4644952	-3.035840143	-3.813790821	-4.161423	-3.6880946	-3.03110475	-4.468901222	-2.981127143
HV348	-2.37870325	-1.150005567	-1.815010895	-1.573838	-2.083839867	-1.936831167	-1.558818961	-2.288267589	-1.617601955	-1.5141006	-1.422008423	-2.108565375	-1.08857149	-1.94130417	-1.797745538	-1.78453295	-1.234851725	-1.870892943	-2.483400738	-2.011467	-1.902626682	-1.934991883	-2.389327563	-1.488827829	-2.474352157	-1.463004143	-1.282937633	-2.122699	-1.794046	-1.9460376	-2.05147	-1.37151125	-1.8157095	-1.411350333	-2.528585	-2.6288796	-2.420169	-2.2761945	-1.607109	-2.5180185	-1.571131692	-1.192112856	-2.350817167	-2.112407695	-1.784935	-1.437021667	-1.923129111	-1.847467829	-2.940901667	-1.58106475	-1.155574556	-2.0372746	-2.1123762	-1.968319857	-2.376289714	-2.113295	-2.301045467	-1.904498917	-3.108132222	-1.453580643
HV323	-0.308883945	-1.110567927	-0.272485955	0.233049409	-0.817207053	-0.229303995	-0.238226368	-1.116536331	-0.704138754	-0.326126241	-0.13411509	-0.651548246	-0.58180718	-0.741189073	-0.654504259	-1.229470591	-0.024273475	-0.70990263	-1.135845321	0.3710941	-0.727926182	-1.086159518	-1.471684788	-0.806492629	-1.324179214	-1.124142099	-1.3439665	-0.336941075	-2.012208	-0.98792578	-1.583612467	-0.820854058	-0.52850695	-0.839402067	-1.386993513	-0.09523266	-0.469837277	-1.02150905	-0.1926294	-1.262805617	-0.999261342	-0.417725391	-0.726847417	-1.104451673	-1.1430402	-0.640831433	-0.866206178	-0.844411936	-0.948662533	-0.267794825	0.074439467	-0.323649225	-0.869309268	-0.550159353	-0.759910106	-0.1612406	-0.588639507	-0.689499181	-2.232902878	-0.432533129
HV313	-1.194859433	-0.343948559	-0.606754122	-1.330642478	-1.527978107	-1.517330283	-0.85250775	-0.708884463	-0.203422896	-0.51015673	1.057959554	-0.969890679	-0.246619244	0.51147523	-0.865723662	0.0371562	-1.017812081	-0.374813557	-1.278280845	-0.07612699	-1.325776072	-0.436192133	-0.060845251	-0.588750757	-2.277858105	1.232395071	-0.139822833	-1.95732975	-0.4511838	-0.49383322	-0.41089782	0.071696838	-0.38515135	-0.9520787	-0.9164882	-1.61480362	-1.275563622	-0.98919875	-0.6458494	-1.156615983	-0.636796371	-0.747415054	-0.84927665	-0.717478234	0.434802767	0.03399183	-0.44262454	-0.665756086	-0.941558833	-0.152743413	-0.900285308	-0.454074873	-1.27544876	-1.318605757	-0.334530324	0.634209	-0.7382567	-1.523094058	-1.3582891	-0.370379184
HV353	-0.842159425	-1.116792393	-1.378255021	-2.0467284	-1.7674194	-0.995623977	-1.2818276	-2.683282461	-2.158420355	-1.6466667	-0.122012885	-2.388253921	-0.87826921	-1.832054783	-1.499031846	-0.466422592	-1.550534338	-1.958305357	-2.458141338	0.8805169	-1.685047484	-1.010304074	-1.715190669	-0.962279371	-2.692939263	-1.187708371	-1.34411735	-1.4488352	-1.651914	-2.0973676	-2.783414333	-1.158020125	-1.29607075	-1.202448333	-1.609811125	-1.1605894	-1.253661566	-3.230927	-2.5210135	-1.788476	-1.014046563	-1.229822728	-1.645638167	-1.429939287	-0.9346295	-1.31768697	-1.258269856	-1.252319059	-1.3934079	-0.907137913	-1.408717144	-1.2216876	-1.07096402	-1.5790848	-1.62380187	-0.9262494	-3.03336866	-1.219893842	-2.017094667	-2.144425757
HV330	-1.924083	-3.115175733	-2.586567053	-2.425631778	-1.587711067	-2.832361208	-3.450204889	-3.781585833	-1.403963318	-3.2403832	-2.794097154	-3.795590083	-2.9825482	-3.718800522	-3.202343077	-2.051629083	-3.89595	-4.442909714	-2.719401667	-2.173796	-3.894944198	-3.349179929	-3.28285475	-2.708715286	-3.611001992	-4.667618429	-3.4255505	-4.2851575	-3.92519	-3.471488	-5.056939333	-3.090219	-2.649171	-3.524724	-5.468507125	-3.927122	-2.504005111	-4.390521	-3.3836675	-3.9416795	-2.985089	-2.913694556	-3.594809833	-3.3035068	-2.864991	-2.083571333	-2.566091333	-2.550001571	-4.373066667	-2.104113713	-4.227459222	-3.345900875	-3.6175962	-5.602788	-3.039206821	-2.65254	-3.5195496	-3.239547333	-3.668810778	-2.543772857
HV333	-4.446977083	-3.283703867	-3.375350684	-3.676814111	-6.0883298	-4.504335792	-4.580077611	-5.568493111	-3.896727091	-3.3648608	-2.982840462	-5.573597333	-3.6732207	-4.667556957	-4.148911538	-3.764806917	-2.9691016	-3.612847143	-4.755327208	-3.678292	-3.901216337	-4.21574419	-4.809548063	-3.596861143	-5.099763338	-4.060941	-4.413193833	-3.92637975	-4.98123	-3.261101	-3.350633667	-3.79509025	-3.548319	-5.548852333	-2.020289125	-4.3523588	-4.576876444	-4.0504655	-2.614846	-5.911244	-4.25086925	-4.235601	-5.357077833	-4.682554533	-4.237075333	-4.091858667	-5.096240667	-3.690763143	-3.828755333	-3.965912	-3.855187556	-4.153515125	-4.1263374	-5.214052	-4.680727786	-5.702592	-4.5995204	-3.902042833	-5.046521778	-4.890667
HV333_2	-1.745655	-2.321558933	-1.178282237	-1.953679444	-2.083159667	-2.230480463	-1.786735483	-3.007674389	-1.818813673	-2.0042559	-1.649079077	-2.576544958	-1.58472713	-1.099523896	-1.558137377	-1.903106875	-2.81948475	-2.417688286	-2.508398558	-0.8911076	-2.980286172	-2.092104488	-1.397012925	-1.724937886	-3.286032846	-2.009951571	-1.948118833	-3.4290955	-1.319549	-2.4968392	-2.446367333	-2.22655875	-2.0872305	-1.517581667	-3.463145375	-3.4204482	-2.383600556	-2.6378045	-1.85654	-3.264697833	-1.540338733	-2.144785667	-2.627971667	-3.089223533	-1.817107667	-1.016457417	-2.814593778	-1.130399921	-2.456317333	-2.337708125	-2.228460111	-2.52715075	-1.9616218	-2.443073057	-2.962762986	-5.726062	-1.695692167	-3.262606583	-2.961999444	-2.161255629
HV330_2	-2.659652167	-3.014025467	-4.047365474	-2.774430667	-4.007242333	-2.362754875	-3.517521778	-5.688156667	-3.329817909	-3.4743918	-2.630774385	-4.486358667	-2.3767351	-3.421053087	-4.143510385	-2.381574667	-3.930484	-2.889416714	-3.647916	-4.651602	-3.180716338	-3.790468531	-2.8166705	-2.904840114	-4.88826262	-2.241451	-3.574994	-4.91909925	-2.340142	-3.5061968	-4.509793	-2.0377215	-2.144891	-2.876532667	-4.786238	-3.7236178	-3.859563556	-4.195338	-3.401739	-3.512838	-3.339406917	-3.700434222	-3.172476167	-3.763942067	-2.200758667	-2.779447	-2.980276111	-3.010345143	-4.752395	-2.607925	-2.442773222	-3.7600793	-4.0212276	-3.905273143	-3.70150675	-3.966423	-4.019907933	-4.127642475	-5.415001444	-2.759887714
HV307	-1.218837742	0.245373787	-0.735561523	-0.023032956	-1.022248913	-0.939241821	-0.295587011	-1.014913009	-2.617651764	-0.45563028	0.054059011	-1.5514653	-0.619757322	-0.673265591	-0.441392012	-0.492802134	-0.010576735	-0.148383	-0.46184881	0.1363521	-0.26673077	-0.131939043	-1.333151705	-0.110382287	-1.694075842	-0.009557347	0.201156417	-0.6266561	-0.0458675	-0.57375986	-0.179180783	-0.067651098	0.25198595	-0.4350755	-0.774831488	0.298476784	-0.511500321	-0.8931261	-0.52440655	-0.6253385	-0.394042528	-1.180824493	-0.506942265	-0.463165785	-0.109435332	-0.228546133	-0.471166367	-0.411450639	-0.383268337	-0.991132738	-0.831007533	-0.446254504	-0.41492253	-0.626206243	-0.375789813	-0.5316129	-0.607920967	-1.000050317	-1.097620089	-0.846466386
